id,name,search_name,aliases,nationality,position,position_group,birth_year,active_from,active_to,is_retired,clubs,main_clubs,national_team,image_url,difficulty,popularity_score,source,source_id
cristiano_ronaldo_dos_santos_aveiro_1985,Cristiano Ronaldo dos Santos Aveiro,cristiano ronaldo dos santos aveiro cristiano ronaldo aveiro,"[""Cristiano Ronaldo"",""Cristiano Ronaldo dos Santos Aveiro"",""Aveiro""]",Portugal,"ST,LW",Attack,1985,,,false,[],[],Portugal,,Easy,1954,fifa_players_csv,cristiano_ronaldo_dos_santos_aveiro_1985
lionel_andres_messi_cuccittini_1987,Lionel Andrés Messi Cuccittini,lionel andres messi cuccittini l messi cuccittini,"[""L. Messi"",""Lionel Andrés Messi Cuccittini"",""Cuccittini""]",Argentina,"CF,RW,ST",Attack,1987,,,false,[],[],Argentina,,Easy,1954,fifa_players_csv,lionel_andres_messi_cuccittini_1987
neymar_da_silva_santos_junior_1992,Neymar da Silva Santos Junior,neymar da silva santos junior neymar jr junior,"[""Neymar Jr"",""Neymar da Silva Santos Junior"",""Junior""]",Brazil,"LW,CAM",Attack,1992,,,false,[],[],Brazil,,Easy,1932,fifa_players_csv,neymar_da_silva_santos_junior_1992
luis_alberto_suarez_diaz_1987,Luis Alberto Suárez Díaz,luis alberto suarez diaz l suarez diaz,"[""L. Suárez"",""Luis Alberto Suárez Díaz"",""Díaz""]",Uruguay,ST,Attack,1987,,,false,[],[],Uruguay,,Easy,1921,fifa_players_csv,luis_alberto_suarez_diaz_1987
manuel_neuer_1986,Manuel Neuer,manuel neuer m neuer neuer,"[""M. Neuer"",""Manuel Neuer"",""Neuer""]",Germany,GK,Goalkeeper,1986,,,false,[],[],Germany,,Easy,1899,fifa_players_csv,manuel_neuer_1986
david_de_gea_quintana_1990,David De Gea Quintana,david de gea quintana de gea quintana,"[""De Gea"",""David De Gea Quintana"",""Quintana""]",Spain,GK,Goalkeeper,1990,,,false,[],[],Spain,,Easy,1843,fifa_players_csv,david_de_gea_quintana_1990
kevin_de_bruyne_1991,Kevin De Bruyne,kevin de bruyne k de bruyne bruyne,"[""K. De Bruyne"",""Kevin De Bruyne"",""Bruyne""]",Belgium,"CAM,CM",Midfield,1991,,,false,[],[],Belgium,,Easy,1842,fifa_players_csv,kevin_de_bruyne_1991
eden_hazard_1991,Eden Hazard,eden hazard e hazard hazard,"[""E. Hazard"",""Eden Hazard"",""Hazard""]",Belgium,"LW,CF",Attack,1991,,,false,[],[],Belgium,,Easy,1841,fifa_players_csv,eden_hazard_1991
giorgio_chiellini_1984,Giorgio Chiellini,giorgio chiellini g chiellini chiellini,"[""G. Chiellini"",""Giorgio Chiellini"",""Chiellini""]",Italy,CB,Defence,1984,,,false,[],[],Italy,,Easy,1830,fifa_players_csv,giorgio_chiellini_1984
robert_lewandowski_1988,Robert Lewandowski,robert lewandowski r lewandowski lewandowski,"[""R. Lewandowski"",""Robert Lewandowski"",""Lewandowski""]",Poland,ST,Attack,1988,,,false,[],[],Poland,,Easy,1830,fifa_players_csv,robert_lewandowski_1988
sergio_ramos_garcia_1986,Sergio Ramos García,sergio ramos garcia sergio ramos garcia,"[""Sergio Ramos"",""Sergio Ramos García"",""García""]",Spain,CB,Defence,1986,,,false,[],[],Spain,,Easy,1830,fifa_players_csv,sergio_ramos_garcia_1986
toni_kroos_1990,Toni Kroos,toni kroos t kroos kroos,"[""T. Kroos"",""Toni Kroos"",""Kroos""]",Germany,CM,Midfield,1990,,,false,[],[],Germany,,Easy,1830,fifa_players_csv,toni_kroos_1990
antoine_griezmann_1991,Antoine Griezmann,antoine griezmann a griezmann griezmann,"[""A. Griezmann"",""Antoine Griezmann"",""Griezmann""]",France,"CF,ST",Attack,1991,,,false,[],[],France,,Easy,1820,fifa_players_csv,antoine_griezmann_1991
thibaut_courtois_1992,Thibaut Courtois,thibaut courtois t courtois courtois,"[""T. Courtois"",""Thibaut Courtois"",""Courtois""]",Belgium,GK,Goalkeeper,1992,,,false,[],[],Belgium,,Easy,1820,fifa_players_csv,thibaut_courtois_1992
edinson_roberto_cavani_gomez_1987,Edinson Roberto Cavani Gómez,edinson roberto cavani gomez e cavani gomez,"[""E. Cavani"",""Edinson Roberto Cavani Gómez"",""Gómez""]",Uruguay,ST,Attack,1987,,,false,[],[],Uruguay,,Easy,1819,fifa_players_csv,edinson_roberto_cavani_gomez_1987
sergio_busquets_i_burgos_1988,Sergio Busquets i Burgos,sergio busquets i burgos sergio busquets burgos,"[""Sergio Busquets"",""Sergio Busquets i Burgos"",""Burgos""]",Spain,"CDM,CM",Midfield,1988,,,false,[],[],Spain,,Easy,1819,fifa_players_csv,sergio_busquets_i_burgos_1988
sergio_leonel_aguero_del_castillo_1988,Sergio Leonel Agüero del Castillo,sergio leonel aguero del castillo s aguero castillo,"[""S. Agüero"",""Sergio Leonel Agüero del Castillo"",""Castillo""]",Argentina,ST,Attack,1988,,,false,[],[],Argentina,,Easy,1819,fifa_players_csv,sergio_leonel_aguero_del_castillo_1988
paul_pogba_1993,Paul Pogba,paul pogba p pogba pogba,"[""P. Pogba"",""Paul Pogba"",""Pogba""]",France,"CM,CAM",Midfield,1993,,,false,[],[],France,,Easy,1811,fifa_players_csv,paul_pogba_1993
gareth_frank_bale_1989,Gareth Frank Bale,gareth frank bale g bale bale,"[""G. Bale"",""Gareth Frank Bale"",""Bale""]",Wales,"RW,LW,ST",Attack,1989,,,false,[],[],Wales,,Easy,1808,fifa_players_csv,gareth_frank_bale_1989
hugo_lloris_1986,Hugo Lloris,hugo lloris h lloris lloris,"[""H. Lloris"",""Hugo Lloris"",""Lloris""]",France,GK,Goalkeeper,1986,,,false,[],[],France,,Easy,1808,fifa_players_csv,hugo_lloris_1986
marco_reus_1989,Marco Reus,marco reus m reus reus,"[""M. Reus"",""Marco Reus"",""Reus""]",Germany,"CAM,LM,ST",Midfield,1989,,,false,[],[],Germany,,Easy,1808,fifa_players_csv,marco_reus_1989
mats_hummels_1988,Mats  Hummels,mats hummels m hummels hummels,"[""M. Hummels"",""Mats Hummels"",""Hummels""]",Germany,CB,Defence,1988,,,false,[],[],Germany,,Easy,1808,fifa_players_csv,mats_hummels_1988
james_david_rodriguez_rubio_1991,James David Rodríguez Rubio,james david rodriguez rubio j rodriguez rubio,"[""J. Rodríguez"",""James David Rodríguez Rubio"",""Rubio""]",Colombia,"CAM,CM,RM",Midfield,1991,,,false,[],[],Colombia,,Easy,1798,fifa_players_csv,james_david_rodriguez_rubio_1991
thomas_muller_1989,Thomas Müller,thomas muller t muller muller,"[""T. Müller"",""Thomas Müller"",""Müller""]",Germany,"CAM,RM,RW,CF",Midfield,1989,,,false,[],[],Germany,,Easy,1786,fifa_players_csv,thomas_muller_1989
arturo_vidal_1987,Arturo Vidal,arturo vidal a vidal vidal,"[""A. Vidal"",""Arturo Vidal"",""Vidal""]",Chile,"CM,CDM",Midfield,1987,,,false,[],[],Chile,,Easy,1775,fifa_players_csv,arturo_vidal_1987
jerome_boateng_1988,Jérôme Boateng,jerome boateng j boateng boateng,"[""J. Boateng"",""Jérôme Boateng"",""Boateng""]",Germany,CB,Defence,1988,,,false,[],[],Germany,,Easy,1775,fifa_players_csv,jerome_boateng_1988
vincent_kompany_1986,Vincent Kompany,vincent kompany v kompany kompany,"[""V. Kompany"",""Vincent Kompany"",""Kompany""]",Belgium,CB,Defence,1986,,,false,[],[],Belgium,,Easy,1775,fifa_players_csv,vincent_kompany_1986
david_olatukunbo_alaba_1992,David Olatukunbo Alaba,david olatukunbo alaba d alaba alaba,"[""D. Alaba"",""David Olatukunbo Alaba"",""Alaba""]",Austria,"LB,CB",Defence,1992,,,false,[],[],Austria,,Easy,1766,fifa_players_csv,david_olatukunbo_alaba_1992
alexis_alejandro_sanchez_sanchez_1988,Alexis Alejandro Sánchez Sánchez,alexis alejandro sanchez sanchez a sanchez sanchez,"[""A. Sánchez"",""Alexis Alejandro Sánchez Sánchez"",""Sánchez""]",Chile,"LW,LM",Attack,1988,,,false,[],[],Chile,,Easy,1764,fifa_players_csv,alexis_alejandro_sanchez_sanchez_1988
kepler_laveran_lima_ferreira_1983,Képler Laveran Lima Ferreira,kepler laveran lima ferreira pepe ferreira,"[""Pepe"",""Képler Laveran Lima Ferreira"",""Ferreira""]",Portugal,CB,Defence,1983,,,false,[],[],FC Porto,,Easy,1758,fifa_players_csv,kepler_laveran_lima_ferreira_1983
jan_oblak_1993,Jan Oblak,jan oblak j oblak oblak,"[""J. Oblak"",""Jan Oblak"",""Oblak""]",Slovenia,GK,Goalkeeper,1993,,,false,[],[],Slovenia,,Easy,1753,fifa_players_csv,jan_oblak_1993
harry_kane_1993,Harry Kane,harry kane h kane kane,"[""H. Kane"",""Harry Kane"",""Kane""]",England,ST,Attack,1993,,,false,[],[],England,,Easy,1752,fifa_players_csv,harry_kane_1993
diego_godin_1986,Diego Godín,diego godin d godin godin,"[""D. Godín"",""Diego Godín"",""Godín""]",Uruguay,CB,Defence,1986,,,false,[],[],Uruguay,,Easy,1750,fifa_players_csv,diego_godin_1986
zlatan_ibrahimovic_1981,Zlatan Ibrahimović,zlatan ibrahimovic z ibrahimovic ibrahimovic,"[""Z. Ibrahimović"",""Zlatan Ibrahimović"",""Ibrahimović""]",Sweden,ST,Attack,1981,,,false,[],[],Sweden,,Easy,1749,fifa_players_csv,zlatan_ibrahimovic_1981
paulo_bruno_exequiel_dybala_1993,Paulo Bruno Exequiel Dybala,paulo bruno exequiel dybala p dybala dybala,"[""P. Dybala"",""Paulo Bruno Exequiel Dybala"",""Dybala""]",Argentina,"CAM,RW",Midfield,1993,,,false,[],[],Argentina,,Easy,1744,fifa_players_csv,paulo_bruno_exequiel_dybala_1993
marc_andre_ter_stegen_1992,Marc-André ter Stegen,marc andre ter stegen m ter stegen stegen,"[""M. ter Stegen"",""Marc-André ter Stegen"",""Stegen""]",Germany,GK,Goalkeeper,1992,,,false,[],[],Germany,,Easy,1742,fifa_players_csv,marc_andre_ter_stegen_1992
luka_modric_1985,Luka Modrić,luka modric l modric modric,"[""L. Modrić"",""Luka Modrić"",""Modrić""]",Croatia,CM,Midfield,1985,,,false,[],[],Croatia,,Easy,1741,fifa_players_csv,luka_modric_1985
mohamed_salah_ghaly_1992,Mohamed  Salah Ghaly,mohamed salah ghaly m salah ghaly,"[""M. Salah"",""Mohamed Salah Ghaly"",""Ghaly""]",Egypt,"RW,ST",Attack,1992,,,false,[],[],Egypt,,Easy,1740,fifa_players_csv,mohamed_salah_ghaly_1992
n_golo_kante_1991,N'Golo Kanté,n golo kante n kante kante,"[""N. Kanté"",""N'Golo Kanté"",""Kanté""]",France,"CDM,CM",Midfield,1991,,,false,[],[],France,,Easy,1740,fifa_players_csv,n_golo_kante_1991
kylian_mbappe_1998,Kylian Mbappé,kylian mbappe k mbappe mbappe,"[""K. Mbappé"",""Kylian Mbappé"",""Mbappé""]",France,"RW,ST,RM",Attack,1998,,,false,[],[],France,,Easy,1735,fifa_players_csv,kylian_mbappe_1998
david_josue_jimenez_silva_1986,David Josué Jiménez Silva,david josue jimenez silva david silva silva,"[""David Silva"",""David Josué Jiménez Silva"",""Silva""]",Spain,"CAM,CM",Midfield,1986,,,false,[],[],Spain,,Easy,1730,fifa_players_csv,david_josue_jimenez_silva_1986
virgil_van_dijk_1991,Virgil van Dijk,virgil van dijk v van dijk dijk,"[""V. van Dijk"",""Virgil van Dijk"",""Dijk""]",Netherlands,CB,Defence,1991,,,false,[],[],Netherlands,,Easy,1730,fifa_players_csv,virgil_van_dijk_1991
christian_dannemann_eriksen_1992,Christian  Dannemann Eriksen,christian dannemann eriksen c eriksen eriksen,"[""C. Eriksen"",""Christian Dannemann Eriksen"",""Eriksen""]",Denmark,"CAM,RM,CM",Midfield,1992,,,false,[],[],Denmark,,Easy,1729,fifa_players_csv,christian_dannemann_eriksen_1992
lorenzo_insigne_1991,Lorenzo Insigne,lorenzo insigne l insigne insigne,"[""L. Insigne"",""Lorenzo Insigne"",""Insigne""]",Italy,"LW,ST",Attack,1991,,,false,[],[],Italy,,Easy,1728,fifa_players_csv,lorenzo_insigne_1991
francisco_roman_alarcon_suarez_1992,Francisco Román Alarcón Suárez,francisco roman alarcon suarez isco suarez,"[""Isco"",""Francisco Román Alarcón Suárez"",""Suárez""]",Spain,"CAM,CM,LW",Midfield,1992,,,false,[],[],Spain,,Easy,1720,fifa_players_csv,francisco_roman_alarcon_suarez_1992
mauro_emanuel_icardi_rivero_1993,Mauro Emanuel Icardi Rivero,mauro emanuel icardi rivero m icardi rivero,"[""M. Icardi"",""Mauro Emanuel Icardi Rivero"",""Rivero""]",Argentina,ST,Attack,1993,,,false,[],[],Argentina,,Easy,1720,fifa_players_csv,mauro_emanuel_icardi_rivero_1993
raheem_sterling_1994,Raheem Sterling,raheem sterling r sterling sterling,"[""R. Sterling"",""Raheem Sterling"",""Sterling""]",England,"RW,LW",Attack,1994,,,false,[],[],England,,Easy,1719,fifa_players_csv,raheem_sterling_1994
toby_alderweireld_1989,Toby Alderweireld,toby alderweireld t alderweireld alderweireld,"[""T. Alderweireld"",""Toby Alderweireld"",""Alderweireld""]",Belgium,CB,Defence,1989,,,false,[],[],Belgium,,Easy,1718,fifa_players_csv,toby_alderweireld_1989
ciro_immobile_1990,Ciro Immobile,ciro immobile c immobile immobile,"[""C. Immobile"",""Ciro Immobile"",""Immobile""]",Italy,ST,Attack,1990,,,false,[],[],Italy,,Easy,1717,fifa_players_csv,ciro_immobile_1990
dries_mertens_1987,Dries Mertens,dries mertens d mertens mertens,"[""D. Mertens"",""Dries Mertens"",""Mertens""]",Belgium,"CF,ST",Attack,1987,,,false,[],[],Belgium,,Easy,1717,fifa_players_csv,dries_mertens_1987
jan_vertonghen_1987,Jan Vertonghen,jan vertonghen j vertonghen vertonghen,"[""J. Vertonghen"",""Jan Vertonghen"",""Vertonghen""]",Belgium,CB,Defence,1987,,,false,[],[],Belgium,,Easy,1717,fifa_players_csv,jan_vertonghen_1987
jordi_alba_ramos_1989,Jordi Alba Ramos,jordi alba ramos jordi alba ramos,"[""Jordi Alba"",""Jordi Alba Ramos"",""Ramos""]",Spain,LB,Defence,1989,,,false,[],[],Spain,,Easy,1717,fifa_players_csv,jordi_alba_ramos_1989
thiago_alcantara_do_nascimento_1991,Thiago Alcântara do Nascimento,thiago alcantara do nascimento thiago nascimento,"[""Thiago"",""Thiago Alcântara do Nascimento"",""Nascimento""]",Spain,"CM,CAM,CDM",Midfield,1991,,,false,[],[],Spain,,Easy,1717,fifa_players_csv,thiago_alcantara_do_nascimento_1991
raphael_varane_1993,Raphaël Varane,raphael varane r varane varane,"[""R. Varane"",""Raphaël Varane"",""Varane""]",France,CB,Defence,1993,,,false,[],[],France,,Easy,1711,fifa_players_csv,raphael_varane_1993
marco_verratti_1992,Marco Verratti,marco verratti m verratti verratti,"[""M. Verratti"",""Marco Verratti"",""Verratti""]",Italy,"CM,CDM",Midfield,1992,,,false,[],[],Italy,,Easy,1709,fifa_players_csv,marco_verratti_1992
gerard_pique_bernabeu_1987,Gerard Piqué Bernabéu,gerard pique bernabeu pique bernabeu,"[""Piqué"",""Gerard Piqué Bernabéu"",""Bernabéu""]",Spain,CB,Defence,1987,,,false,[],[],Spain,,Easy,1708,fifa_players_csv,gerard_pique_bernabeu_1987
joshua_kimmich_1995,Joshua Kimmich,joshua kimmich j kimmich kimmich,"[""J. Kimmich"",""Joshua Kimmich"",""Kimmich""]",Germany,"RB,CM,CDM",Defence,1995,,,false,[],[],Germany,,Easy,1708,fifa_players_csv,joshua_kimmich_1995
romelu_lukaku_1993,Romelu Lukaku,romelu lukaku r lukaku lukaku,"[""R. Lukaku"",""Romelu Lukaku"",""Lukaku""]",Belgium,ST,Attack,1993,,,false,[],[],Belgium,,Easy,1708,fifa_players_csv,romelu_lukaku_1993
thiago_emiliano_da_silva_1984,Thiago Emiliano da Silva,thiago emiliano da silva thiago silva silva,"[""Thiago Silva"",""Thiago Emiliano da Silva"",""Silva""]",Brazil,CB,Defence,1984,,,false,[],[],Brazil,,Easy,1708,fifa_players_csv,thiago_emiliano_da_silva_1984
wojciech_szczesny_1990,Wojciech  Szczęsny,wojciech szczesny w szczesny szczesny,"[""W. Szczęsny"",""Wojciech Szczęsny"",""Szczęsny""]",Poland,GK,Goalkeeper,1990,,,false,[],[],Poland,,Easy,1708,fifa_players_csv,wojciech_szczesny_1990
cesar_azpilicueta_tanco_1989,César Azpilicueta Tanco,cesar azpilicueta tanco azpilicueta tanco,"[""Azpilicueta"",""César Azpilicueta Tanco"",""Tanco""]",Spain,"RB,CB",Defence,1989,,,false,[],[],Spain,,Easy,1706,fifa_players_csv,cesar_azpilicueta_tanco_1989
leonardo_bonucci_1987,Leonardo Bonucci,leonardo bonucci l bonucci bonucci,"[""L. Bonucci"",""Leonardo Bonucci"",""Bonucci""]",Italy,CB,Defence,1987,,,false,[],[],Italy,,Easy,1706,fifa_players_csv,leonardo_bonucci_1987
bamidele_alli_1996,Bamidele Alli,bamidele alli d alli alli,"[""D. Alli"",""Bamidele Alli"",""Alli""]",England,CAM,Midfield,1996,,,false,[],[],England,,Easy,1700,fifa_players_csv,bamidele_alli_1996
saul_niguez_esclapez_1994,Saúl Ñíguez Esclápez,saul niguez esclapez saul esclapez,"[""Saúl"",""Saúl Ñíguez Esclápez"",""Esclápez""]",Spain,"CM,LM,RM",Midfield,1994,,,false,[],[],Spain,,Easy,1700,fifa_players_csv,saul_niguez_esclapez_1994
gonzalo_gerardo_higuain_1987,Gonzalo Gerardo Higuaín,gonzalo gerardo higuain g higuain higuain,"[""G. Higuaín"",""Gonzalo Gerardo Higuaín"",""Higuaín""]",Argentina,ST,Attack,1987,,,false,[],[],Argentina,,Medium,1697,fifa_players_csv,gonzalo_gerardo_higuain_1987
ivan_rakitic_1988,Ivan Rakitić,ivan rakitic i rakitic rakitic,"[""I. Rakitić"",""Ivan Rakitić"",""Rakitić""]",Croatia,"CM,CDM",Midfield,1988,,,false,[],[],Croatia,,Medium,1697,fifa_players_csv,ivan_rakitic_1988
marcelo_vieira_da_silva_junior_1988,Marcelo Vieira da Silva Júnior,marcelo vieira da silva junior marcelo junior,"[""Marcelo"",""Marcelo Vieira da Silva Júnior"",""Júnior""]",Brazil,LB,Defence,1988,,,false,[],[],Brazil,,Medium,1697,fifa_players_csv,marcelo_vieira_da_silva_junior_1988
daniel_carvajal_ramos_1992,Daniel Carvajal Ramos,daniel carvajal ramos carvajal ramos,"[""Carvajal"",""Daniel Carvajal Ramos"",""Ramos""]",Spain,RB,Defence,1992,,,false,[],[],Spain,,Medium,1696,fifa_players_csv,daniel_carvajal_ramos_1992
kostas_manolas_1991,Kostas Manolas,kostas manolas k manolas manolas,"[""K. Manolas"",""Kostas Manolas"",""Manolas""]",Greece,CB,Defence,1991,,,false,[],[],Greece,,Medium,1696,fifa_players_csv,kostas_manolas_1991
axel_witsel_1989,Axel  Witsel,axel witsel a witsel witsel,"[""A. Witsel"",""Axel Witsel"",""Witsel""]",Belgium,"CDM,CM",Midfield,1989,,,false,[],[],Belgium,,Medium,1695,fifa_players_csv,axel_witsel_1989
blaise_matuidi_1987,Blaise Matuidi,blaise matuidi b matuidi matuidi,"[""B. Matuidi"",""Blaise Matuidi"",""Matuidi""]",France,"CDM,CM",Midfield,1987,,,false,[],[],France,,Medium,1695,fifa_players_csv,blaise_matuidi_1987
jorge_resurreccion_merodio_1992,Jorge Resurrección Merodio,jorge resurreccion merodio koke merodio,"[""Koke"",""Jorge Resurrección Merodio"",""Merodio""]",Spain,"LM,CM,RM",Midfield,1992,,,false,[],[],Spain,,Medium,1695,fifa_players_csv,jorge_resurreccion_merodio_1992
ousmane_dembele_1997,Ousmane Dembélé,ousmane dembele o dembele dembele,"[""O. Dembélé"",""Ousmane Dembélé"",""Dembélé""]",France,"RW,LW",Attack,1997,,,false,[],[],France,,Medium,1692,fifa_players_csv,ousmane_dembele_1997
marco_asensio_willemsen_1996,Marco Asensio Willemsen,marco asensio willemsen marco asensio willemsen,"[""Marco Asensio"",""Marco Asensio Willemsen"",""Willemsen""]",Spain,"LW,RW",Attack,1996,,,false,[],[],Spain,,Medium,1689,fifa_players_csv,marco_asensio_willemsen_1996
memphis_depay_1994,Memphis Depay,memphis depay m depay depay,"[""M. Depay"",""Memphis Depay"",""Depay""]",Netherlands,"CF,LW,CAM",Attack,1994,,,false,[],[],Netherlands,,Medium,1688,fifa_players_csv,memphis_depay_1994
timo_werner_1996,Timo Werner,timo werner t werner werner,"[""T. Werner"",""Timo Werner"",""Werner""]",Germany,ST,Attack,1996,,,false,[],[],Germany,,Medium,1687,fifa_players_csv,timo_werner_1996
karim_benzema_1987,Karim Benzema,karim benzema k benzema benzema,"[""K. Benzema"",""Karim Benzema"",""Benzema""]",France,ST,Attack,1987,,,false,[],[],France,,Medium,1686,fifa_players_csv,karim_benzema_1987
stefan_de_vrij_1992,Stefan de Vrij,stefan de vrij s de vrij vrij,"[""S. de Vrij"",""Stefan de Vrij"",""Vrij""]",Netherlands,CB,Defence,1992,,,false,[],[],Netherlands,,Medium,1686,fifa_players_csv,stefan_de_vrij_1992
yann_sommer_1988,Yann Sommer,yann sommer y sommer sommer,"[""Y. Sommer"",""Yann Sommer"",""Sommer""]",Switzerland,GK,Goalkeeper,1988,,,false,[],[],Switzerland,,Medium,1685,fifa_players_csv,yann_sommer_1988
gianluigi_donnarumma_1999,Gianluigi Donnarumma,gianluigi donnarumma g donnarumma donnarumma,"[""G. Donnarumma"",""Gianluigi Donnarumma"",""Donnarumma""]",Italy,GK,Goalkeeper,1999,,,false,[],[],Italy,,Medium,1684,fifa_players_csv,gianluigi_donnarumma_1999
ilkay_gundogan_1990,İlkay Gündoğan,ilkay gundogan i gundogan gundogan,"[""I. Gündoğan"",""İlkay Gündoğan"",""Gündoğan""]",Germany,"CM,CDM",Midfield,1990,,,false,[],[],Germany,,Medium,1684,fifa_players_csv,ilkay_gundogan_1990
juan_cuadrado_1988,Juan Cuadrado,juan cuadrado j cuadrado cuadrado,"[""J. Cuadrado"",""Juan Cuadrado"",""Cuadrado""]",Colombia,"RM,RW",Midfield,1988,,,false,[],[],Colombia,,Medium,1684,fifa_players_csv,juan_cuadrado_1988
kyle_walker_1990,Kyle Walker,kyle walker k walker walker,"[""K. Walker"",""Kyle Walker"",""Walker""]",England,RB,Defence,1990,,,false,[],[],England,,Medium,1684,fifa_players_csv,kyle_walker_1990
nicolas_hernan_otamendi_1988,Nicolás Hernán Otamendi,nicolas hernan otamendi n otamendi otamendi,"[""N. Otamendi"",""Nicolás Hernán Otamendi"",""Otamendi""]",Argentina,CB,Defence,1988,,,false,[],[],Argentina,,Medium,1684,fifa_players_csv,nicolas_hernan_otamendi_1988
radamel_falcao_garcia_zarate_1986,Radamel Falcao García Zárate,radamel falcao garcia zarate falcao zarate,"[""Falcao"",""Radamel Falcao García Zárate"",""Zárate""]",Colombia,ST,Attack,1986,,,false,[],[],Colombia,,Medium,1684,fifa_players_csv,radamel_falcao_garcia_zarate_1986
thomas_lemar_1995,Thomas Lemar,thomas lemar t lemar lemar,"[""T. Lemar"",""Thomas Lemar"",""Lemar""]",France,"LM,CAM,RM",Midfield,1995,,,false,[],[],France,,Medium,1679,fifa_players_csv,thomas_lemar_1995
leon_goretzka_1995,Leon Goretzka,leon goretzka l goretzka goretzka,"[""L. Goretzka"",""Leon Goretzka"",""Goretzka""]",Germany,"CM,CAM,CDM",Midfield,1995,,,false,[],[],Germany,,Medium,1678,fifa_players_csv,leon_goretzka_1995
bernd_leno_1992,Bernd Leno,bernd leno b leno leno,"[""B. Leno"",""Bernd Leno"",""Leno""]",Germany,GK,Goalkeeper,1992,,,false,[],[],Germany,,Medium,1676,fifa_players_csv,bernd_leno_1992
julian_draxler_1993,Julian Draxler,julian draxler j draxler draxler,"[""J. Draxler"",""Julian Draxler"",""Draxler""]",Germany,"CM,LW,LM,CAM",Midfield,1993,,,false,[],[],Germany,,Medium,1676,fifa_players_csv,julian_draxler_1993
william_silva_de_carvalho_1992,William Silva de Carvalho,william silva de carvalho william carvalho carvalho,"[""William Carvalho"",""William Silva de Carvalho"",""Carvalho""]",Portugal,"CDM,CM",Midfield,1992,,,false,[],[],Portugal,,Medium,1676,fifa_players_csv,william_silva_de_carvalho_1992
yannick_ferreira_carrasco_1993,Yannick Ferreira Carrasco,yannick ferreira carrasco y carrasco carrasco,"[""Y. Carrasco"",""Yannick Ferreira Carrasco"",""Carrasco""]",Belgium,LM,Midfield,1993,,,false,[],[],Dalian YiFang FC,,Medium,1676,fifa_players_csv,yannick_ferreira_carrasco_1993
andres_iniesta_lujan_1984,Andrés Iniesta Luján,andres iniesta lujan iniesta lujan,"[""Iniesta"",""Andrés Iniesta Luján"",""Luján""]",Spain,"CM,LM",Midfield,1984,,,false,[],[],Spain,,Medium,1675,fifa_players_csv,andres_iniesta_lujan_1984
angel_fabian_di_maria_hernandez_1988,Ángel Fabián Di María Hernández,angel fabian di maria hernandez a di maria hernandez,"[""A. Di María"",""Ángel Fabián Di María Hernández"",""Hernández""]",Argentina,"RW,LW",Attack,1988,,,false,[],[],Argentina,,Medium,1675,fifa_players_csv,angel_fabian_di_maria_hernandez_1988
danilo_luis_helio_pereira_1991,Danilo Luís Hélio Pereira,danilo luis helio pereira danilo pereira pereira,"[""Danilo Pereira"",""Danilo Luís Hélio Pereira"",""Pereira""]",Portugal,"CDM,CB,CM",Midfield,1991,,,false,[],[],FC Porto,,Medium,1675,fifa_players_csv,danilo_luis_helio_pereira_1991
jesus_joaquin_fernandez_saez_1993,Jesús Joaquín Fernández Sáez,jesus joaquin fernandez saez suso saez,"[""Suso"",""Jesús Joaquín Fernández Sáez"",""Sáez""]",Spain,"RW,CF",Attack,1993,,,false,[],[],Spain,,Medium,1675,fifa_players_csv,jesus_joaquin_fernandez_saez_1993
mesut_ozil_1988,Mesut Özil,mesut ozil m ozil ozil,"[""M. Özil"",""Mesut Özil"",""Özil""]",Germany,"CAM,RW",Midfield,1988,,,false,[],[],Germany,,Medium,1675,fifa_players_csv,mesut_ozil_1988
sergio_roberto_carnicer_1992,Sergio Roberto Carnicer,sergio roberto carnicer sergi roberto carnicer,"[""Sergi Roberto"",""Sergio Roberto Carnicer"",""Carnicer""]",Spain,"RB,RM,CM",Defence,1992,,,false,[],[],Spain,,Medium,1674,fifa_players_csv,sergio_roberto_carnicer_1992
dimitri_payet_1987,Dimitri  Payet,dimitri payet d payet payet,"[""D. Payet"",""Dimitri Payet"",""Payet""]",France,"CAM,LM",Midfield,1987,,,false,[],[],France,,Medium,1673,fifa_players_csv,dimitri_payet_1987
georginio_wijnaldum_1990,Georginio Wijnaldum,georginio wijnaldum g wijnaldum wijnaldum,"[""G. Wijnaldum"",""Georginio Wijnaldum"",""Wijnaldum""]",Netherlands,"CM,CDM",Midfield,1990,,,false,[],[],Netherlands,,Medium,1673,fifa_players_csv,georginio_wijnaldum_1990
luis_miguel_afonso_fernandes_1989,Luís Miguel Afonso Fernandes,luis miguel afonso fernandes pizzi fernandes,"[""Pizzi"",""Luís Miguel Afonso Fernandes"",""Fernandes""]",Portugal,CM,Midfield,1989,,,false,[],[],SL Benfica,,Medium,1673,fifa_players_csv,luis_miguel_afonso_fernandes_1989
sokratis_papastathopoulos_1988,Sokratis Papastathopoulos,sokratis papastathopoulos sokratis papastathopoulos,"[""Sokratis"",""Sokratis Papastathopoulos"",""Papastathopoulos""]",Greece,CB,Defence,1988,,,false,[],[],Greece,,Medium,1673,fifa_players_csv,sokratis_papastathopoulos_1988
